labels,log
16,"billiopa.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_15), see https://threatfox.abuse.ch/ioc/395345/"
16,"hotboy01.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_15), see https://threatfox.abuse.ch/ioc/395308/"
16,"eriumhasappar.club CNAME . ; Botnet C2 - confidence level: 100% (2022_03_13), see https://threatfox.abuse.ch/ioc/395043/"
16,"oceriesfornot.top CNAME . ; Botnet C2 - confidence level: 100% (2022_03_12), see https://threatfox.abuse.ch/ioc/394377/"
16,"agenziamail.tech CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393500/"
16,"agenziamail.online CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393501/"
16,"securezoline.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393502/"
16,"nentundo.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393432/"
16,"gelmutol.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393433/"
16,"sifgu.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393426/"
16,"gfsert.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393427/"
16,"jihonz.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393428/"
16,"shizij.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393429/"
16,"zxerm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393430/"
16,"korunder.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393431/"
16,"chesft.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393424/"
16,"uktyl.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_10), see https://threatfox.abuse.ch/ioc/393425/"
16,"cardeliver.ca CNAME . ; Botnet C2 - confidence level: 75% (2022_03_10), see https://threatfox.abuse.ch/ioc/393361/"
16,"yourgroceries.top CNAME . ; Botnet C2 - confidence level: 100% (2022_03_09), see https://threatfox.abuse.ch/ioc/393344/"
16,"defenr.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_09), see https://threatfox.abuse.ch/ioc/393312/"
16,"fedij.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_09), see https://threatfox.abuse.ch/ioc/393313/"
16,"kejimn.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_09), see https://threatfox.abuse.ch/ioc/393314/"
16,"benokij.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_09), see https://threatfox.abuse.ch/ioc/393310/"
16,"brikeb.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_09), see https://threatfox.abuse.ch/ioc/393311/"
16,"golinisye.top CNAME . ; Botnet C2 - confidence level: 75% (2022_03_08), see https://threatfox.abuse.ch/ioc/393054/"
16,"kapuleti.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_08), see https://threatfox.abuse.ch/ioc/393046/"
16,"firstdatachannel.click CNAME . ; Botnet C2 - confidence level: 75% (2022_03_07), see https://threatfox.abuse.ch/ioc/392856/"
16,"firstdatachannel.art CNAME . ; Botnet C2 - confidence level: 75% (2022_03_07), see https://threatfox.abuse.ch/ioc/392855/"
16,"galotopgeeks.eu CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392355/"
16,"styloeventos.link CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392356/"
16,"magentagalotop.eu CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392350/"
16,"monarcagalotop.link CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392351/"
16,"nightowlgalotop.link CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392352/"
16,"northpointgalotop.link CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392353/"
16,"skylightgalotop.eu CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392354/"
16,"freshdirect.dvrlists.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_03), see https://threatfox.abuse.ch/ioc/392249/"
16,"vafohuji.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391809/"
16,"vutirajupi.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391810/"
16,"xijudoc.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391811/"
16,"xuviwifa.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391812/"
16,"focosif.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391798/"
16,"gexixabey.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391799/"
16,"hivuce.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391800/"
16,"jagiyoli.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391801/"
16,"juhazigeza.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391802/"
16,"kusufu.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391803/"
16,"lanujefok.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391804/"
16,"mehineyeze.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391805/"
16,"pafopig.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391806/"
16,"pexexox.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391807/"
16,"taxazum.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391808/"
16,"damezupox.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391795/"
16,"damumefa.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391796/"
16,"dapohiw.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391797/"
16,"305way.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391793/"
16,"newremc22.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_02), see https://threatfox.abuse.ch/ioc/391702/"
16,"defegh.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_01), see https://threatfox.abuse.ch/ioc/391528/"
16,"jhurbad.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_01), see https://threatfox.abuse.ch/ioc/391529/"
16,"klycnmik.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_01), see https://threatfox.abuse.ch/ioc/391530/"
16,"ngrety.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_01), see https://threatfox.abuse.ch/ioc/391531/"
16,"bitratnew9100.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_28), see https://threatfox.abuse.ch/ioc/391407/"
16,"verifysec0.myftp.biz CNAME . ; Botnet C2 - confidence level: 100% (2022_02_27), see https://threatfox.abuse.ch/ioc/391138/"
16,"lifegothistory.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_27), see https://threatfox.abuse.ch/ioc/391111/"
16,"pop5.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_27), see https://threatfox.abuse.ch/ioc/391102/"
16,"logan.mypop3.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_25), see https://threatfox.abuse.ch/ioc/390839/"
16,"oprenfirst.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_25), see https://threatfox.abuse.ch/ioc/390817/"
16,"loremurs.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_25), see https://threatfox.abuse.ch/ioc/390816/"
16,"balliordan.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_25), see https://threatfox.abuse.ch/ioc/390815/"
16,"smallbadcity.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_24), see https://threatfox.abuse.ch/ioc/390794/"
16,"hevciak.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_24), see https://threatfox.abuse.ch/ioc/390793/"
16,"gadverjo.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_24), see https://threatfox.abuse.ch/ioc/390792/"
16,"dflow.icu CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390708/"
16,"biglaneat.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390700/"
16,"cloudlines.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390670/"
16,"4500hn3b0m.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390620/"
16,"7ngopo51j4.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390621/"
16,"fyd7x756zp.monster CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390622/"
16,"mwqcipk484.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390623/"
16,"np1eg9r9bh.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390624/"
16,"ui0w9iwrsk.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390625/"
16,"zj2947i1u6.monster CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390626/"
16,"2c5thbszbt.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_24), see https://threatfox.abuse.ch/ioc/390619/"
16,"python.blogsyte.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389932/"
16,"xd7e407p4gt6u.date CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389928/"
16,"yl3l0ycdjqajh.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389929/"
16,"zsi8idpuhg33.date CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389930/"
16,"s3fuhn8sjhbx.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389918/"
16,"s40rj0334mda.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389919/"
16,"s9g9m2t8xd82x.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389920/"
16,"suelbekwj04q.date CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389921/"
16,"tdtkgyb9hpn9.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389922/"
16,"tmlzhx7jispr1.win CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389923/"
16,"ubiu8b94zmd4.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389924/"
16,"ueoihwik7ru0.win CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389925/"
16,"woues77mxrzi.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389926/"
16,"wuu4saetwuzf5.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389927/"
16,"g3dfu87x898s.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389907/"
16,"gkt6yy0s7c7t.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389908/"
16,"irs4c1q1j00s.date CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389909/"
16,"kibwufihmk4kp.date CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389910/"
16,"l5isnap6wuhx.win CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389911/"
16,"ld1iwm9mbnhn.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389912/"
16,"m4x11xiyeft7.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389913/"
16,"ncibt8kso69q.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389914/"
16,"okawpuskwgkm3s.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389915/"
16,"rj46za4h3p99.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389916/"
16,"ruprn859mpe6.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389917/"
16,"41mwn790xhnur.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389897/"
16,"4af8fz610elz.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389898/"
16,"4fdbm7461aq8.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389899/"
16,"4ilox6sa0g2r.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389900/"
16,"5ynierertnte.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389901/"
16,"6r763orka73n.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389902/"
16,"8pwqbarq9lrw.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389903/"
16,"b9bkut6h8o9l.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389904/"
16,"bli2qury6btt.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389905/"
16,"dxxgcx7eyy0pn.win CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389906/"
16,"1zn5m7x5hr16.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389893/"
16,"33udiecodphyn.date CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389894/"
16,"3too20oe8241.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389895/"
16,"40tluq1mrunb.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389896/"
16,"migturxe01.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389880/"
16,"migturxe01.me CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389881/"
16,"migturxe01.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389882/"
16,"perketurxb.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389883/"
16,"perketurxb.me CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389884/"
16,"perketurxbnet.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389885/"
16,"perketurxbonline.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389886/"
16,"perketurxb.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389887/"
16,"migturxe01cia.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_21), see https://threatfox.abuse.ch/ioc/389879/"
16,"reseptors.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_19), see https://threatfox.abuse.ch/ioc/389525/"
16,"contentcdns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/389287/"
16,"badgoodreason.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_18), see https://threatfox.abuse.ch/ioc/388857/"
16,"cooldogblunts.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388652/"
16,"coolbearblunts.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388651/"
16,"rt7j4qoiqh.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388584/"
16,"unpszx0ql5.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388585/"
16,"xp0tztbd3s.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388586/"
16,"yke6jpq69x.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388587/"
16,"heexcnqklq.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388576/"
16,"l4uxr5s2yq.online CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388577/"
16,"lih2wbii62.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388578/"
16,"ltpyi8i70o.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388579/"
16,"p2jnahbccw.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388580/"
16,"qau6z4582u.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388581/"
16,"r53z7jfphl.online CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388582/"
16,"rofbiqr0wx.online CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388583/"
16,"betleverdoom.quest CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388547/"
16,"blutimeddoom.quest CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388548/"
16,"damleverdstar.cfd CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388549/"
16,"dingsteddoom.quest CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388550/"
16,"flametradoom.quest CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388551/"
16,"flamsgindstar.cfd CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388552/"
16,"navegandostar.cfd CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388553/"
16,"neitelandstar.cfd CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388554/"
16,"aeringwebstar.cfd CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388545/"
16,"anintenddoom.quest CNAME . ; Botnet C2 - confidence level: 100% (2022_02_18), see https://threatfox.abuse.ch/ioc/388546/"
16,"irsgetwell.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388520/"
16,"solramos2643.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388372/"
16,"tainemerritt6538.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388373/"
16,"veermckenzie483.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388374/"
16,"zackaryfritz357.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388375/"
16,"matasmcmanus3256.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388362/"
16,"mcauleysampson123.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388363/"
16,"mohammodhealy32.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388364/"
16,"nancydouglas67.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388365/"
16,"nathaliechang1243.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388366/"
16,"rayagreenaway5483.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388367/"
16,"robbiequintero23.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388368/"
16,"roryblaese13.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388369/"
16,"serenalaingw6.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388370/"
16,"skylarkelley215.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388371/"
16,"enyaallan7604.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388352/"
16,"finleymcghee458.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388353/"
16,"francescarobertson842.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388354/"
16,"franciscomarshall66.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388355/"
16,"gutogaines456.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388356/"
16,"hughmackay66479.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388357/"
16,"kaitlynmcneil275.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388358/"
16,"kayneedge436.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388359/"
16,"khadeejahdunn235.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388360/"
16,"louisadickens483.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388361/"
16,"ambabarrera12321.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388340/"
16,"ayishajimenez232.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388341/"
16,"brysoncash848.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388342/"
16,"cataleyatrejo863.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388343/"
16,"charlieklein7547.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388344/"
16,"deaconpadilla234.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388345/"
16,"dexternoble436.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388346/"
16,"eadiehodges642.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388347/"
16,"edenswift643.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388348/"
16,"eilidhmcarthu458r.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388349/"
