labels,log
16,"kaitlynmcneil275.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388358/"
16,"kayneedge436.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388359/"
16,"khadeejahdunn235.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388360/"
16,"louisadickens483.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388361/"
16,"ambabarrera12321.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388340/"
16,"ayishajimenez232.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388341/"
16,"brysoncash848.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388342/"
16,"cataleyatrejo863.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388343/"
16,"charlieklein7547.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388344/"
16,"deaconpadilla234.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388345/"
16,"dexternoble436.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388346/"
16,"eadiehodges642.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388347/"
16,"edenswift643.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388348/"
16,"eilidhmcarthu458r.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388349/"
16,"elianamassey346.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388350/"
16,"emerwhitley13.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388351/"
16,"ajwamccall426.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388338/"
16,"alessandroknights3434.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388339/"
16,"zmi692fchugg4.world CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388311/"
16,"hn6dga8vkkm9ah.world CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388301/"
16,"hqaxkbbma05u48.agency CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388302/"
16,"itx02gler3uk5.digital CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388303/"
16,"mng7wu9tx22isva.digital CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388304/"
16,"pa49ed5cxjrdj.digital CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388305/"
16,"rwaehpjqfyyvfmam7.today CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388306/"
16,"sj04xb2nh59mg5.agency CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388307/"
16,"v1xmw5x3phqc.digital CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388308/"
16,"x1zu4ksval1hjh5.today CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388309/"
16,"yxjukwts3tt.today CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388310/"
16,"4g796aiv4kj1.world CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388293/"
16,"5pneuovxi22i4fagh9.today CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388294/"
16,"acerthk3v9fvsby5n.today CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388295/"
16,"anz1guftr2hdaqq3w.agency CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388296/"
16,"dmvb4e5ypx75.world CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388297/"
16,"efqpzs6of9mcwhc.today CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388298/"
16,"evflha888vf2j22.digital CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388299/"
16,"geils3aw2uj8x9vl3h.agency CNAME . ; Botnet C2 - confidence level: 100% (2022_02_17), see https://threatfox.abuse.ch/ioc/388300/"
16,"servicelinks.ltd CNAME . ; Botnet C2 - confidence level: 100% (2022_02_16), see https://threatfox.abuse.ch/ioc/388143/"
16,"premiumlines.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_16), see https://threatfox.abuse.ch/ioc/388144/"
16,"linespremium.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_02_16), see https://threatfox.abuse.ch/ioc/388145/"
16,"linespremium.pw CNAME . ; Botnet C2 - confidence level: 100% (2022_02_16), see https://threatfox.abuse.ch/ioc/388146/"
16,"servicelinks.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_16), see https://threatfox.abuse.ch/ioc/388141/"
16,"servicelinks.space CNAME . ; Botnet C2 - confidence level: 100% (2022_02_16), see https://threatfox.abuse.ch/ioc/388142/"
16,"nagahox.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_15), see https://threatfox.abuse.ch/ioc/387819/"
16,"thehomenow.xyz CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387777/"
16,"zerit.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387773/"
16,"fuyt.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387774/"
16,"wooe.link CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387772/"
16,"fullvehdvideosayfasi96373.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387435/"
16,"fullvehdvideosayfasi982.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387436/"
16,"fullvehdvideosayfasi617.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387425/"
16,"fullvehdvideosayfasi6432.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387426/"
16,"fullvehdvideosayfasi67.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387427/"
16,"fullvehdvideosayfasi713.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387428/"
16,"fullvehdvideosayfasi7574528.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387429/"
16,"fullvehdvideosayfasi78.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387430/"
16,"fullvehdvideosayfasi824.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387431/"
16,"fullvehdvideosayfasi85282.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387432/"
16,"fullvehdvideosayfasi89.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387433/"
16,"fullvehdvideosayfasi91.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387434/"
16,"fullvehdvideosayfasi23244.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387415/"
16,"fullvehdvideosayfasi234234.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387416/"
16,"fullvehdvideosayfasi317.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387417/"
16,"fullvehdvideosayfasi3434.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387418/"
16,"fullvehdvideosayfasi345.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387419/"
16,"fullvehdvideosayfasi416.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387420/"
16,"fullvehdvideosayfasi4453425.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387421/"
16,"fullvehdvideosayfasi46.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387422/"
16,"fullvehdvideosayfasi55436.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387423/"
16,"fullvehdvideosayfasi578.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387424/"
16,"fullvehdvideoizlemeayarlari863548.site CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387408/"
16,"fullvehdvideoizlemeayarlari91023.site CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387409/"
16,"fullvehdvideoizlemeayarlari91203.site CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387410/"
16,"fullvehdvideosayfasi01112.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387411/"
16,"fullvehdvideosayfasi1021043.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387412/"
16,"fullvehdvideosayfasi12435.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387413/"
16,"fullvehdvideosayfasi214.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_14), see https://threatfox.abuse.ch/ioc/387414/"
16,"lyoni-55552.portmap.host CNAME . ; Botnet C2 - confidence level: 100% (2022_02_13), see https://threatfox.abuse.ch/ioc/387376/"
16,"bokkuvirde.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387278/"
16,"220104bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387227/"
16,"220104.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387228/"
16,"220105bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387229/"
16,"220105.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387230/"
16,"210302bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387214/"
16,"210302.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387215/"
16,"210512eng.xyz CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387216/"
16,"210815bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387217/"
16,"210815.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387218/"
16,"210902bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387219/"
16,"210902.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387220/"
16,"210913bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387221/"
16,"210913.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387222/"
16,"211103bei.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387223/"
16,"211103.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387224/"
16,"220103beip.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387225/"
16,"220103.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_12), see https://threatfox.abuse.ch/ioc/387226/"
16,"hobbyhrs1.zapto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_11), see https://threatfox.abuse.ch/ioc/387129/"
16,"generem2022.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_11), see https://threatfox.abuse.ch/ioc/387126/"
16,"hobbyhrs.zapto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_11), see https://threatfox.abuse.ch/ioc/387127/"
16,"hobbyhrs2.zapto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_11), see https://threatfox.abuse.ch/ioc/387128/"
16,"ledikexive.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_11), see https://threatfox.abuse.ch/ioc/387122/"
16,"bigdipson.publicvm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_10), see https://threatfox.abuse.ch/ioc/384918/"
16,"joelthomas.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_10), see https://threatfox.abuse.ch/ioc/384919/"
16,"hafiznor336.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_09), see https://threatfox.abuse.ch/ioc/384600/"
16,"yuordom.xyz CNAME . ; Botnet C2 - confidence level: 100% (2022_02_09), see https://threatfox.abuse.ch/ioc/384553/"
16,"loa2.kicks-ass.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_09), see https://threatfox.abuse.ch/ioc/384542/"
16,"louiewheatley836.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_08), see https://threatfox.abuse.ch/ioc/383696/"
16,"taylahjacobson764.website CNAME . ; Botnet C2 - confidence level: 100% (2022_02_08), see https://threatfox.abuse.ch/ioc/383697/"
16,"sannation.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_08), see https://threatfox.abuse.ch/ioc/382650/"
16,"jp.imonitorsoft.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_08), see https://threatfox.abuse.ch/ioc/382174/"
16,"kakiosk.adsparkdev.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_08), see https://threatfox.abuse.ch/ioc/382175/"
16,"junk-bros.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_08), see https://threatfox.abuse.ch/ioc/382176/"
16,"wormtoday.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_02_07), see https://threatfox.abuse.ch/ioc/381823/"
16,"hgjui.eu CNAME . ; Botnet C2 - confidence level: 100% (2022_02_07), see https://threatfox.abuse.ch/ioc/381777/"
16,"hkjt.eu CNAME . ; Botnet C2 - confidence level: 100% (2022_02_07), see https://threatfox.abuse.ch/ioc/381778/"
16,"sgrmbroker.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_06), see https://threatfox.abuse.ch/ioc/379547/"
16,"yalileza.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_05), see https://threatfox.abuse.ch/ioc/379423/"
16,"vegumihomo.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_05), see https://threatfox.abuse.ch/ioc/379424/"
16,"febbit1.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_05), see https://threatfox.abuse.ch/ioc/379421/"
16,"linkspremium.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_02_04), see https://threatfox.abuse.ch/ioc/379362/"
16,"maybommpump.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_04), see https://threatfox.abuse.ch/ioc/379363/"
16,"premiumlinks.top CNAME . ; Botnet C2 - confidence level: 100% (2022_02_04), see https://threatfox.abuse.ch/ioc/379364/"
16,"premiumlists.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_02_04), see https://threatfox.abuse.ch/ioc/379365/"
16,"something5you.gotdns.ch CNAME . ; Botnet C2 - confidence level: 100% (2022_02_04), see https://threatfox.abuse.ch/ioc/379301/"
16,"something4you.gotdns.ch CNAME . ; Botnet C2 - confidence level: 100% (2022_02_04), see https://threatfox.abuse.ch/ioc/379300/"
16,"keepfootbal.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_04), see https://threatfox.abuse.ch/ioc/379298/"
16,"gtskjvia3oi4.net CNAME . ; Botnet C2 - confidence level: 100% (2022_02_03), see https://threatfox.abuse.ch/ioc/379006/"
16,"migrdeb.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_02), see https://threatfox.abuse.ch/ioc/375790/"
16,"securemega.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375503/"
16,"securesoft.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375502/"
16,"bigegubu.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375449/"
16,"becivofu.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375448/"
16,"otedsalon.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375441/"
16,"vewdeposd.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375442/"
16,"ybirelin.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_02_02), see https://threatfox.abuse.ch/ioc/375443/"
16,"hdtrenity.com CNAME . ; Botnet C2 - confidence level: 75% (2022_02_01), see https://threatfox.abuse.ch/ioc/374344/"
16,"iphanyi.chickenkiller.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/374167/"
16,"grizmit.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373924/"
16,"bonyasom.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373923/"
16,"cleverballs.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373890/"
16,"rowomuhona.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373755/"
16,"doxatuten.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373689/"
16,"zhanzhibox.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373675/"
16,"bornometa.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373668/"
16,"germanzup.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373669/"
16,"gookju.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373670/"
16,"jenevabaiden.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373671/"
16,"motyol.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373672/"
16,"sbronm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373673/"
16,"vedingumbr.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373674/"
16,"driverpackcdn.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373648/"
16,"syncdataservices.com CNAME . ; Botnet C2 - confidence level: 100% (2022_02_01), see https://threatfox.abuse.ch/ioc/373649/"
16,"interbloger.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370966/"
16,"mediaservice.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370967/"
16,"portableline.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370968/"
16,"portablesoft.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370969/"
16,"blogspoints.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370962/"
16,"blogspoints.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370963/"
16,"filmspoints.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370964/"
16,"interbloger.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_31), see https://threatfox.abuse.ch/ioc/370965/"
16,"pandemic4u1.nerdpol.ovh CNAME . ; Botnet C2 - confidence level: 100% (2022_01_29), see https://threatfox.abuse.ch/ioc/361833/"
16,"pandemic4u.awsmppl.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_29), see https://threatfox.abuse.ch/ioc/361834/"
16,"mobibanewdan.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_01_29), see https://threatfox.abuse.ch/ioc/361789/"
16,"mainscpnl.xyz CNAME . ; Botnet C2 - confidence level: 100% (2022_01_29), see https://threatfox.abuse.ch/ioc/361259/"
16,"anderione.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_29), see https://threatfox.abuse.ch/ioc/358753/"
16,"agenziaitaliane.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357706/"
16,"entrate.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357707/"
16,"fiscale.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357708/"
16,"mediasecure.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357709/"
16,"securelinks.bar CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357710/"
16,"blow.myddns.rocks CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357704/"
16,"njlove.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_01_28), see https://threatfox.abuse.ch/ioc/357626/"
16,"woneyomi.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_27), see https://threatfox.abuse.ch/ioc/347825/"
16,"hilaxeten.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_27), see https://threatfox.abuse.ch/ioc/347826/"
16,"fountandevin.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/342220/"
16,"nummasdocarm.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/342221/"
16,"beetwedwornew.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/342219/"
16,"afiliadobiro.link CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/340725/"
16,"birodistrito.bond CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/340726/"
16,"biroperola.click CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/340727/"
16,"breakthroughbiro.cfd CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/340728/"
16,"comerciobiro.link CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/340729/"
16,"compostobiro.click CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/340730/"
16,"sys2021.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_01_26), see https://threatfox.abuse.ch/ioc/338452/"
16,"3laallah.myvnc.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/333176/"
16,"vafici.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/330604/"
16,"ragojel.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/330605/"
16,"sufebul.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/330606/"
16,"lawapuyal.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/330607/"
16,"zolewiso.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/330608/"
16,"democratyzi.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/330569/"
16,"repigeleli.com CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/327912/"
16,"kaidenwardle7437.website CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325595/"
16,"kajolwebster1232.website CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325596/"
16,"mahadmccallum343.website CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325597/"
16,"angharadmoran6634.website CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325591/"
16,"fullvehdvideoizlemeayarlari4545.site CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325592/"
16,"kaanjackson9635.website CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325593/"
16,"kacirussell56634.website CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/325594/"
16,"rfebatics.xyz CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/324131/"
16,"lpopaeradad.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/323865/"
16,"molapermeradao.shop CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/323864/"
16,"youfomeclin.top CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/323842/"
16,"vulcuntulin.top CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/323841/"
16,"thishishigov.top CNAME . ; Botnet C2 - confidence level: 100% (2022_01_25), see https://threatfox.abuse.ch/ioc/323840/"
